Name,Year,Genre,NASales,EUSales,GlobalSales
Zone of the Enders: The Fist of Mars,2001,Role-Playing,0.04,0.02,0.06
Animorphs: Shattered Reality,2000,Action,0.03,0.02,0.06
Teenage Mutant Ninja Turtles: Tournament Fighters,1992,Fighting,0,0,0.06
Eikan wa Kimini 2002: Koshien no Kodou,2002,Sports,0,0,0.06
PopStar Guitar,2008,Misc,0.03,0.03,0.06
Mirror's Edge,2009,Platform,0,0.05,0.06
Blade Dancer: Lineage of Light,2006,Role-Playing,0.05,0,0.06
Terminator 3: Rise of the Machines,2003,Action,0.04,0.02,0.06
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,2006,Misc,0,0,0.06
Mayhem 3D,2011,Racing,0.05,0,0.06
G1 Jockey 2,2000,Sports,0,0,0.06
Mobile Ops: The One Year War,N/A,Simulation,0,0,0.06
Constantine,2005,Action,0.04,0.01,0.06
Chaos Rings III,2014,Role-Playing,0,0,0.06
Tom Clancy's Splinter Cell: Double Agent,2006,Action,0.04,0.01,0.06
Senritsu no Stratus,2011,Role-Playing,0,0,0.06
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,2009,Fighting,0,0,0.06
Rhapsody: A Musical Adventure,2008,Role-Playing,0.05,0,0.06
Titan Quest,2006,Role-Playing,0.01,0.04,0.06
Wantame Fortune Channel,2007,Misc,0,0,0.06
Evangelion: Jo,2009,Action,0,0,0.06
Bleach: Blade Battlers 2nd,2007,Fighting,0,0,0.06
Samurai Jack: The Shadow of Aku,2004,Action,0.03,0.02,0.06
Kamen Rider Kabuto,2006,Action,0,0,0.06
Men in Black The Series: Crashdown,2001,Shooter,0.03,0.02,0.06
Zero Divide,1995,Fighting,0.03,0.02,0.06
FIFA Street,2005,Sports,0.04,0.01,0.06
Tsugunai: Atonement,2001,Role-Playing,0.02,0.01,0.06
Rugby World Cup 2015,2015,Sports,0,0.05,0.06
Lost Kingdoms II,2003,Role-Playing,0.04,0.01,0.06
Aggressive Inline,2002,Sports,0.04,0.01,0.06
Nights of Azure,2015,Action,0.03,0.02,0.06
Dungeon Keeper 2,1999,Action,0,0.05,0.06
Viewtiful Joe: Red Hot Rumble,2005,Action,0.04,0.01,0.06
The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,0,0.05,0.06
Kaite Shabette Hajimeyou! Monster Farm DS,2007,Role-Playing,0,0,0.06
Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,0.05,0,0.06
Pro Yaky? Spirits 2012,2012,Sports,0,0,0.06
Samurai Warriors 4: Empires,2015,Action,0,0,0.06
Point Blank DS (US sales),2006,Shooter,0.05,0,0.06
FIFA Soccer 06,2005,Sports,0.05,0,0.06
SD Gundam G Generation Wars,2009,Strategy,0,0,0.06
Broken Sword II: The Smoking Mirror,1997,Adventure,0.03,0.02,0.06
Pump It Up: Exceed,2005,Misc,0.03,0.02,0.06
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,2012,Action,0,0,0.06
Wreckless: ThE YaKuza MisSiOns,2002,Racing,0.04,0.01,0.06
Doki-Doki Universe,2013,Adventure,0.01,0.04,0.06
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007,Misc,0,0,0.06
TOCA Race Driver 2: Ultimate Racing Simulator,2004,Racing,0.03,0.02,0.06
Girls RPG: Cinderellife,2012,Role-Playing,0,0,0.06
Dr. Muto,2002,Platform,0.04,0.01,0.06
Tom Clancy's Rainbow Six: Critical Hour,N/A,Shooter,0.04,0.01,0.06
Gothic 3,2006,Role-Playing,0,0.05,0.06
Tokyo Twilight Ghost Hunters,2014,Role-Playing,0.03,0,0.06
Scrabble Blast!,2005,Misc,0.04,0.01,0.06
Dino Pets,2009,Simulation,0.05,0,0.06
Fate/Stay Night [Réalta Nua],2012,Adventure,0,0,0.06
The Mysterious Case of Dr. Jekyll and Mr. Hyde,2010,Adventure,0.02,0.03,0.06
Gintama no Sugoroku,2013,Action,0,0,0.06
Kid Fit Island Resort,2010,Sports,0.05,0,0.06
The Lord of the Rings: Aragorn's Quest,2010,Action,0.03,0.02,0.06
Roogoo Twisted Towers,2009,Puzzle,0.05,0,0.06
Doraemon 4: Nobita to Toki no Okoku,1995,Platform,0,0,0.06
Myst,1994,Adventure,0,0,0.06
F1 2010,2010,Racing,0,0.05,0.06
Toaru Kagaku no Chou Denjihou,2011,Adventure,0,0,0.06
Starwinder: The Ultimate Space Race,1996,Racing,0.03,0.02,0.06
The Lost Chronicles of Zerzura,2012,Adventure,0,0.05,0.06
Ski Region Simulator,2011,Simulation,0,0.05,0.06
Angelique Trois,2000,Adventure,0,0,0.06
Dreamer Series: Babysitter,2009,Simulation,0.05,0,0.06
Diva Girls: Divas on Ice,2009,Sports,0.05,0,0.06
Dance Dance Revolution: Mario Mix (JP sales),2005,Simulation,0,0,0.06
A-Train 6,2000,Strategy,0,0,0.06
Meitantei Conan: Tantei Ryoku Trainer,2007,Misc,0,0,0.06
MotoGP,2002,Racing,0.04,0.01,0.06
ESPN International Winter Sports 2002,2002,Sports,0.03,0.02,0.06
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",2009,Sports,0,0,0.06
KimiKiss (ebKore+),2008,Adventure,0,0,0.06
Gold and Glory: The Road to El Dorado,2000,Adventure,0.03,0.02,0.06
NBA Live 07,2006,Sports,0.04,0.01,0.06
Choro Q Marine: Q Boat,1998,Racing,0,0,0.06
GunPey,2006,Puzzle,0.05,0,0.06
BattleBots: Beyond the BattleBox,2002,Action,0.04,0.01,0.06
MX vs. ATV Supercross Encore,2015,Sports,0,0.05,0.06
Yuugen Gaisha Brave Company,2011,Strategy,0,0,0.06
Mighty Beanz: Pocket Puzzles,2004,Puzzle,0.04,0.01,0.06
Ken to Mahou to Gakuen Mono. 3D,2011,Role-Playing,0,0,0.06
History Great Empires: Rome,2009,Strategy,0.05,0,0.06
The King of Fighters '96,1996,Fighting,0,0,0.06
Friends: The One with All the Trivia,2005,Misc,0.03,0.02,0.06
Mame Goma 2: Uchi no Ko ga Ichiban!,2008,Simulation,0,0,0.06
Backyard NFL Football '08,2007,Sports,0.03,0.02,0.06
Coraline,2009,Action,0.05,0,0.06
Gunbird,1995,Shooter,0,0,0.06
Imagine: Party Planner,2009,Simulation,0.05,0,0.06
Dream C Club Portable,2010,Simulation,0,0,0.06
Tom Clancy's Rainbow Six 3,2004,Shooter,0.04,0.01,0.06
Elemental Gearbolt,1997,Shooter,0.03,0.02,0.06
Space Chimps,2008,Platform,0.05,0,0.06
Tony Hawk's Pro Skater 5,2015,Sports,0.04,0,0.06
WWF Wrestlemania: The Arcade Game,1995,Fighting,0.03,0.02,0.06
Handball 16,2015,Sports,0,0.05,0.06
Cabela's Big Game Hunter 2005 Adventures,2004,Sports,0.04,0.01,0.06
Grand Kingdom,2015,Role-Playing,0.02,0,0.06
Mega Man 8 Anniversary Collector's Edition,1997,Platform,0,0,0.06
V-Rally 3,2002,Racing,0.03,0.02,0.06
Nobunaga no Yabou: Souzou,2014,Strategy,0,0,0.06
Whiplash,2003,Racing,0.04,0.01,0.06
GRID,N/A,Racing,0.04,0.01,0.06
Pro Yakyuu Famista 2011,2011,Sports,0,0,0.06
Impact Racing,1996,Racing,0.03,0.02,0.06
My Horse & Me: Riding for Gold,2008,Sports,0.04,0.02,0.06
Sled Shred featuring the Jamaican Bobsled Team,2010,Sports,0.05,0,0.06
Amazing Island,2004,Strategy,0.04,0.01,0.06
SeaBlade,2002,Shooter,0.04,0.01,0.06
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000,Sports,0,0,0.06
Carmen Sandiego: The Secret of the Stolen Drums,2004,Action,0.03,0.02,0.06
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010,Role-Playing,0,0,0.06
Activision Hits: Remixed,2006,Misc,0.05,0,0.06
Death Jr. II: Root of Evil,2006,Platform,0.05,0,0.06
Hail to the Chimp,2008,Misc,0.05,0,0.06
MotoGP 4 - Official Game of MotoGP,2005,Racing,0.03,0.02,0.06
Legend of Kay,2015,Action,0.03,0.02,0.05
Kyoukai Senjou no Horizon Portable,2013,Adventure,0,0,0.05
4 Elements,2009,Puzzle,0,0.04,0.05
Shining Force III: Scenario 2,1998,Strategy,0,0,0.05
Captain America: Super Soldier,N/A,Action,0.05,0,0.05
Airline Tycoon 2,2011,Simulation,0,0.04,0.05
Worms World Party,2002,Strategy,0.04,0.01,0.05
Medabots: Metabee,2002,Role-Playing,0.04,0.01,0.05
Medal of Honor: Airborne,2007,Shooter,0,0.04,0.05
NHL Legacy,2015,Action,0.05,0,0.05
Final Fight: Streetwise,2006,Action,0.03,0.02,0.05
Speed Kings,2003,Racing,0.04,0.01,0.05
Drivers Ed Portable,2008,Misc,0.05,0,0.05
Rebelstar: Tactical Command,2005,Strategy,0.04,0.01,0.05
Kamen Rider: Battride War Genesis,2016,Action,0,0,0.05
IL-2 Sturmovik: Cliffs of Dover,2011,Simulation,0,0.04,0.05
Gladiator: Sword of Vengeance,2003,Action,0.04,0.01,0.05
Unsolved Crimes,2008,Adventure,0.04,0.01,0.05
Minna to Kimi no Piramekino!,2010,Misc,0,0,0.05
Virtua Tennis 3,2007,Sports,0.02,0.03,0.05
Bombastic,2002,Puzzle,0.03,0.02,0.05
Xiaolin Showdown,2006,Action,0.05,0,0.05
NHL Powerplay 98,1997,Sports,0.03,0.02,0.05
Olympic Soccer: Atlanta 1996,1996,Sports,0.03,0.02,0.05
Lernerfolg Vorschule: Capt'n Sharky,2009,Misc,0,0.05,0.05
Samurai Dou Portable,2008,Action,0,0,0.05
Princess on Ice,2008,Sports,0.04,0.01,0.05
Countdown: The Game,2009,Puzzle,0,0.05,0.05
Phantasy Star Online Episode I & II Plus,2003,Role-Playing,0.04,0.01,0.05
Samurai Warriors 4: Empires,2015,Action,0,0,0.05
DuckTales: Remastered,2013,Action,0.01,0.04,0.05
Front Mission 2089: Border of Madness,2008,Strategy,0,0,0.05
Miracle Girls Festival,2015,Misc,0,0,0.05
Dual Hearts,2002,Role-Playing,0.03,0.02,0.05
7 Wonders: Treasures of Seven,2011,Puzzle,0.02,0.03,0.05
NFL Quarterback Club 2002,2001,Sports,0.04,0.01,0.05
Saki: Zenkoku-hen,2015,Misc,0,0,0.05
Mister Slime,2008,Action,0.05,0,0.05
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,2015,Action,0.01,0,0.05
"Murder, She Wrote",2009,Adventure,0,0.04,0.05
Virtual Villagers: A New Home,2010,Simulation,0.04,0.01,0.05
Wing Commander: Prophecy,2003,Simulation,0.04,0.01,0.05
Marc Ecko's Getting Up: Contents Under Pressure,2006,Action,0.03,0.02,0.05
Learn Science,2010,Misc,0.05,0,0.05
Sega Soccer Slam,2002,Sports,0.04,0.01,0.05
Hakuouki: Reimeiroku,2010,Adventure,0,0,0.05
Vertigo,2009,Strategy,0.05,0,0.05
Blood Omen 2,2002,Action,0.04,0.01,0.05
NBA 2K17,2016,Sports,0.04,0,0.05
Shin Sangoku Musou 5 Empires,2010,Action,0,0,0.05
Front Mission Evolved,2010,Shooter,0.05,0,0.05
Carve,2004,Racing,0.04,0.01,0.05
BlowOut,2003,Shooter,0.04,0.01,0.05
McDROID,2011,Strategy,0,0,0.05
GachiTora! Abarenbou Kyoushi in High School,2011,Action,0,0,0.05
WTA Tour Tennis,2001,Sports,0.03,0.02,0.05
Bottom of the 9th '99,1998,Sports,0.03,0.02,0.05
Dynasty Warriors 5,2005,Action,0.04,0.01,0.05
Reader Rabbit 2nd Grade,N/A,Misc,0.05,0,0.05
Famicom Mini: Dig Dug,2004,Puzzle,0,0,0.05
FIFA Soccer 2003,2002,Sports,0.04,0.01,0.05
Naval Ops: Commander,2004,Simulation,0.03,0.02,0.05
Adventure Time: Finn & Jake Investigations,2015,Action,0.03,0.02,0.05
Defendin' De Penguin,2008,Strategy,0.05,0,0.05
Bleach: Blade Battlers,2006,Fighting,0,0,0.05
Rez,2001,Shooter,0.03,0.02,0.05
Goosebumps: The Game,2015,Adventure,0.05,0,0.05
MLB SlugFest 2006,2006,Sports,0.04,0.01,0.05
Rockin' Pretty,2009,Misc,0.05,0,0.05
Jake Power: Policeman,2008,Adventure,0.05,0,0.05
Samurai Warriors 4-II,2015,Action,0,0,0.05
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,2006,Misc,0,0,0.05
UEFA Euro 2004: Portugal,2004,Sports,0.04,0.01,0.05
Lufia: The Ruins of Lore,2002,Role-Playing,0.04,0.01,0.05
Major Minor's Majestic March,2009,Misc,0.05,0,0.05
Shaman King: Soul Fight,2003,Platform,0,0,0.05
Samurai Deeper Kyo,2002,Fighting,0,0,0.05
Samantha Swift and the Hidden Roses of Athena,2010,Adventure,0.04,0.01,0.05
Dark Souls III,2016,Role-Playing,0,0.05,0.05
Medabots: Infinity,2003,Role-Playing,0.04,0.01,0.05
Tom Clancy's HAWX 2,2010,Action,0,0.04,0.05
Zapper: One Wicked Cricket!,2002,Platform,0.04,0.01,0.05
Jirou Akagawa: Majotachi no Nemuri,1995,Adventure,0,0,0.05
Arcana Heart 3,2011,Fighting,0,0.03,0.05
Bust-A-Bloc,2002,Puzzle,0,0,0.05
Sitting Ducks,2003,Platform,0.03,0.02,0.05
Puyo Puyo 7,2009,Puzzle,0,0,0.05
Animal Planet: Vet Collection,2010,Simulation,0.05,0,0.05
Imagine Animal Doctor Care Center,2010,Simulation,0.05,0,0.05
Rugby 15,2015,Sports,0,0.05,0.05
NFL Blitz Pro,2003,Sports,0.04,0.01,0.05
Major League Baseball 2K11,2011,Sports,0.05,0,0.05
Uta no Prince-Sama: Music 3,2016,Action,0,0,0.05
Pretty Cure All Stars Everyone Gather ? Let's Dance!,2013,Misc,0,0,0.05
Mountain Bike Adrenaline,N/A,Sports,0.03,0.02,0.05
New Prince of Tennis: Go to the Top,2015,Action,0,0,0.05
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013,Action,0,0,0.05
Nobunaga's Ambition: Sphere of Influence,2014,Strategy,0,0,0.05
Hi-Octane: The Track Fights Back!,1995,Racing,0.03,0.02,0.05
Venetica,2009,Role-Playing,0,0.04,0.05
Black Sigil: Blade of the Exiled,2009,Role-Playing,0.05,0,0.05
Tour de France 2011,N/A,Racing,0,0.05,0.05
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,0.04,0.01,0.05
TrackMania Turbo: Build to Race,2010,Racing,0.03,0.02,0.05
ZombiU,2016,Action,0,0.04,0.05
Domino Rally,2007,Action,0.05,0,0.05
Doraemon 2: Nobita no Toizurando Daibouken,1993,Role-Playing,0,0,0.05
Samurai Champloo: Sidetracked,2006,Action,0.03,0.02,0.05
Drill Dozer,N/A,Platform,0.04,0.01,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,0.01,0.03,0.05
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007,Action,0,0,0.05
Utawarerumono: Futari no Hakuoro,2016,Misc,0,0,0.05
Chaos;Child,2015,Adventure,0,0,0.05
Fatal Fury: Wild Ambition,1999,Fighting,0.03,0.02,0.05
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010,Action,0,0,0.05
Dengeki Gakuen RPG: Cross of Venus,2009,Role-Playing,0,0,0.05
Judge Dredd,1997,Platform,0.03,0.02,0.05
FIFA 17,2016,Sports,0,0.05,0.05
Minna no Ennichi,2012,Action,0,0,0.05
Winning Post 8,2014,Racing,0,0,0.05
King Arthur,2004,Action,0.04,0.01,0.05
DoDonPachi Resurrection,2010,Shooter,0,0.05,0.05
Bass Rise,1999,Sports,0.03,0.02,0.05
UEFA Champions League 2006-2007,2007,Sports,0.04,0.01,0.05
Dynamite Headdy,1993,Platform,0,0,0.05
Hunted: The Demon's Forge,2011,Action,0.03,0.01,0.05
Choujikuu Yousai Macross: Do You Remember Love,2012,Shooter,0,0,0.05
Arcania: Gothic 4,2015,Role-Playing,0.04,0,0.05
Persona 2: Eternal Punishment,2012,Role-Playing,0,0,0.05
Dragon's Lair 3D: Return to the Lair,2002,Platform,0.04,0.01,0.05
Growlanser: Heritage of War (jp sales),2006,Role-Playing,0,0,0.05
The Bureau: XCOM Declassified,2013,Shooter,0,0.05,0.05
Myst IV: Revelation,2005,Adventure,0.04,0.01,0.05
Culdcept Revolt,2016,Strategy,0,0,0.05
Sushi Go-Round,2010,Simulation,0.05,0,0.05
Pachinko Wars II,1993,Misc,0,0,0.05
Myth Makers: Orbs of Doom,2007,Puzzle,0.05,0,0.05
Toy Soldiers: War Chest,2015,Action,0.05,0,0.05
The Nightmare of Druaga: Fushigino Dungeon,2004,Role-Playing,0.03,0.02,0.05
Omega Labyrinth,2015,Role-Playing,0,0,0.05
Air Conflicts: Aces of World War II,2009,Simulation,0.05,0,0.05
Cities in Motion,2011,Simulation,0,0.04,0.05
Aliens in the Attic,2009,Action,0.05,0,0.05
Virtua Striker 2002,2002,Sports,0.01,0,0.05
Kamen Rider: Dragon Knight,2009,Fighting,0.05,0,0.05
Code Lyoko,2007,Action,0.03,0.01,0.05
Taito Legends Power Up,2007,Action,0.05,0,0.05
Fate/Unlimited Codes Portable,2009,Fighting,0,0,0.05
Metal Slug Anthology,2007,Shooter,0.02,0,0.05
Tenchu: Dark Secret,2006,Action,0.03,0,0.05
Game no Kanzume Vol 2,1994,Misc,0,0,0.05
Disney's PK: Out of the Shadows,2002,Platform,0.04,0.01,0.05
Zoo Quest: Puzzle Fun!,2008,Puzzle,0.05,0,0.05
JoJo no Kimy? na B?ken Fantomu Buraddo,2006,Action,0,0,0.05
The Idolmaster 2,2011,Simulation,0,0,0.05
PQ2: Practical Intelligence Quotient,2006,Puzzle,0.04,0,0.05
Mr Bean's Wacky World of Wii,2009,Adventure,0,0.05,0.05
Powerdrome,2004,Racing,0.03,0.02,0.05
Dreamer Series: Puppy Trainer,2008,Simulation,0.05,0,0.05
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,0,0,0.05
Tsumiki: Block Drop Mania,2007,Action,0.05,0,0.05
Shin Sangoku Musou 5 Special,2009,Action,0,0,0.05
Pony Friends: Mini Breeds Edition,2008,Simulation,0.05,0,0.05
Otogi 2: Immortal Warriors,2003,Action,0.04,0.01,0.05
Legend of Kay,2005,Action,0.03,0.02,0.05
Piglet's Big Game,2003,Platform,0.04,0.01,0.05
Dead or Alive Xtreme 3: Fortune,2016,Sports,0,0,0.05
Ivy the Kiwi?,2010,Puzzle,0.04,0,0.05
Fallout: Brotherhood of Steel,2004,Role-Playing,0.04,0.01,0.05
Strawberry Shortcake: Strawberryland Games,2006,Action,0.05,0,0.05
Koi to Senkyo to Chocolate Portable,2012,Adventure,0,0,0.05
IndyCar Series,2003,Racing,0.04,0.01,0.05
Hysteria Hospital: Emergency Ward,2009,Action,0.05,0,0.05
Dokapon Journey,2008,Role-Playing,0.05,0,0.05
Ultra Bust-A-Move,2004,Puzzle,0.04,0.01,0.05
Rally Fusion: Race of Champions,2002,Racing,0.04,0.01,0.05
Piglet's Big Game,2003,Platform,0.04,0.01,0.05
Lucha Libre AAA: Heroes del Ring,2010,Fighting,0.05,0,0.05
Pony Friends,2007,Simulation,0,0.05,0.05
Natural Doctrine,2014,Role-Playing,0.03,0.01,0.05
Pinball Hall of Fame: The Gottlieb Collection,2005,Misc,0.04,0.01,0.05
Ferrari F355 Challenge,2002,Racing,0.03,0.02,0.05
MorphX,2010,Shooter,0.05,0,0.05
Stranger of Sword City,2015,Role-Playing,0.02,0.02,0.05
Air Traffic Chaos,2007,Simulation,0.05,0,0.05
Battleship / Connect Four / Sorry! / Trouble,2006,Puzzle,0.05,0,0.05
Prism: Light the Way,2007,Puzzle,0.05,0,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,1998,Action,0.03,0.02,0.05
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010,Fighting,0,0,0.05
Shifters,2002,Adventure,0.03,0.02,0.05
RPG Tsukuru DS,2010,Role-Playing,0,0,0.05
WRC 5: FIA World Rally Championship,2015,Sports,0,0.04,0.05
Earth Defense Force 4.1: The Shadow of New Despair,2015,Shooter,0.02,0.02,0.05
The BIGS 2,2009,Sports,0.05,0,0.05
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008,Role-Playing,0,0,0.05
TNA iMPACT: Cross the Line,2010,Fighting,0.05,0,0.05
SpongeBob: HeroPants,2015,Platform,0.03,0.01,0.05
Lagoon,1991,Role-Playing,0,0,0.05
Nanostray 2,2008,Shooter,0.03,0.01,0.05
Project Setsuna,2016,Role-Playing,0,0,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,2007,Simulation,0,0.04,0.05
Trick x Logic: Season 1,2010,Adventure,0,0,0.05
Mortal Kombat X,2015,Fighting,0.01,0.04,0.05
Mawashite Tsunageru Touch Panic,2006,Puzzle,0,0,0.05
Luminous Arc Infinity,2015,Action,0,0,0.05
Monster! Bass Fishing,2003,Sports,0.04,0.01,0.05
Sigma Star Saga,2005,Role-Playing,0.04,0.01,0.05
Winning Post 7 2010,2010,Sports,0,0,0.05
Assetto Corsa,2016,Racing,0,0.04,0.05
Batman: Gotham City Racer,2001,Racing,0.03,0.02,0.05
Sengoku Basara X,2008,Fighting,0,0,0.05
Plants vs. Zombies,2009,Strategy,0,0.04,0.05
Top Spin 2,2006,Sports,0.05,0,0.05
Doraemon: Nobita no Kyouryuu 2006 DS,2006,Role-Playing,0,0,0.05
Ontamarama,2007,Action,0.05,0,0.05
Hakuoki: Stories of the Shinsengumi,2010,Adventure,0.02,0,0.05
DokiDoki Majo Shinpan!,2007,Adventure,0,0,0.05
Star Wars: Republic Commando,2005,Shooter,0,0.04,0.05
Starry ? Sky: In Spring,2010,Misc,0,0,0.05
FIFA Soccer 2004,2003,Sports,0.04,0.01,0.05
Armored Core: Formula Front Extreme Battle,2004,Simulation,0.05,0,0.05
Downforce,2002,Racing,0.03,0.02,0.05
Bejeweled Twist,2008,Puzzle,0.01,0.04,0.05
Street Fighter V,2016,Fighting,0,0.05,0.05
Little Busters! Converted Edition,2009,Adventure,0,0,0.05
Enemy Front,2014,Shooter,0.02,0.03,0.05
Dream Salon,2009,Misc,0.05,0,0.05
Disney's Party,2002,Misc,0.04,0.01,0.05
Tennis no Oji-Sama: 2005 Crystal Drive,2004,Sports,0,0,0.05
Sherlock Holmes: Crimes & Punishments,2014,Adventure,0,0.05,0.05
Jenga World Tour,2007,Misc,0.05,0,0.05
Summon Night X: Tears Crown,2009,Role-Playing,0,0,0.05
Secret Files: Tunguska,2008,Adventure,0.04,0.01,0.05
Taiho Shichauzo!,2001,Adventure,0,0,0.05
Battle vs. Chess,N/A,Misc,0,0.04,0.05
Phantom Crash,2002,Simulation,0.03,0.01,0.05
Men of War: Assault Squad,2011,Strategy,0.01,0.03,0.05
Fishdom,2011,Puzzle,0.05,0,0.05
Yanya Caballista: City Skater,2001,Sports,0.02,0.02,0.05
Expendable,1999,Action,0.03,0.02,0.05
Imagine: Artist,2009,Misc,0.05,0,0.05
Pet Pals: New Leash on Life,2010,Simulation,0.05,0,0.05
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,0.05,0,0.05
The Idolmaster: Gravure For You! Vol. 2,2011,Misc,0,0,0.05
Arthur! Ready to Race,2000,Racing,0.03,0.02,0.05
Thunder Force V: Perfect System,1998,Shooter,0.03,0.02,0.05
The Typing of the Dead,2000,Shooter,0,0,0.05
The Idolm@ster: Dearly Stars,2009,Adventure,0,0,0.05
Kids Learn Music A+ Edition,2011,Misc,0.05,0,0.05
Child of Light,2014,Role-Playing,0,0.01,0.05
Over the Hedge: Hammy Goes Nuts!,2006,Platform,0.05,0,0.05
Kart Racer,2009,Racing,0.03,0.01,0.05
Bakemonogatari Portable,2012,Action,0,0,0.05
Sam & Max: Beyond Time and Space,2010,Adventure,0.05,0,0.05
To Heart 2: Dungeon Travelers,2015,Adventure,0,0,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,2006,Misc,0,0,0.05
Shrek Super Party,2003,Misc,0.04,0.01,0.05
Monster 4x4: Masters of Metal,2003,Racing,0.04,0.01,0.05
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998,Racing,0,0,0.05
Caligula,2016,Role-Playing,0,0,0.05
Steins;Gate 0,2015,Adventure,0,0,0.05
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007,Action,0,0,0.05
NHL Blades of Steel '99,1999,Sports,0.05,0,0.05
Lips: Deutsche Partyknaller,2009,Misc,0,0.04,0.05
Apassionata: Die Galanacht der Pferde,2009,Simulation,0,0.04,0.05
Dungeon Raiders,2009,Role-Playing,0.05,0,0.05
Second Sight,2004,Adventure,0.04,0.01,0.05
Philosoma,1995,Shooter,0.03,0.02,0.05
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995,Misc,0,0,0.05
Puyo Pop,2001,Puzzle,0.04,0.01,0.05
Marriage Royale: Prism Story,2010,Adventure,0,0,0.05
Super Heroine Chronicle,2014,Role-Playing,0,0,0.05
Kamiwaza,2006,Action,0,0,0.05
Rave Master,2002,Fighting,0,0,0.05
The Technomancer,2016,Role-Playing,0.01,0.03,0.05
Ben 10 Galactic Racing,2012,Racing,0.02,0.02,0.05
Kinnikuman Muscle Grand Prix Max,2006,Fighting,0,0,0.05
Hotel for Dogs,2009,Simulation,0.04,0,0.05
Suzuki Super-Bikes II: Riding Challenge,2008,Racing,0.05,0,0.05
Mirror's Edge Catalyst,2016,Platform,0.01,0.03,0.05
Jim Henson's Muppets in Spy Muppets: License to Croak,2003,Action,0.04,0.01,0.05
Medal of Honor: European Assault (weekly JP sales),2005,Shooter,0,0,0.05
LEGO The Hobbit,2014,Action,0,0.04,0.05
Alias,2004,Action,0.04,0.01,0.05
Super Robot Taisen Neo,2009,Strategy,0,0,0.05
PAC-MAN and the Ghostly Adventures,2013,Platform,0.04,0.01,0.05
ESPN International Winter Sports 2002,2002,Sports,0.04,0.01,0.05
Winter Sports 2011,2011,Sports,0,0.04,0.05
OutRun 2006: Coast 2 Coast,2006,Racing,0.02,0.01,0.05
Blues Brothers 2000,2000,Platform,0.04,0.01,0.05
Metal Max 2 Reloaded,2011,Role-Playing,0,0,0.05
All Star Tennis 99,1999,Sports,0.04,0.01,0.05
Hercules: The Legendary Journeys,2000,Role-Playing,0.04,0.01,0.05
Dual Heroes,1997,Fighting,0.04,0.01,0.05
Fighter Destiny 2,1999,Fighting,0.04,0.01,0.05
Chameleon Twist 2,1998,Platform,0.04,0.01,0.05
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007,Misc,0,0,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Misc,0,0,0.05
Winning Post World,2009,Sports,0,0,0.05
Arx Fatalis,2003,Role-Playing,0.04,0.01,0.05
Slam Dunk SD Heat Up!!,1995,Sports,0,0,0.05
My Body Coach,2009,Sports,0,0.04,0.05
Steins;Gate 0,2015,Adventure,0,0,0.05
Adventure Time: Finn & Jake Investigations,2015,Action,0.02,0.02,0.05
Dead in the Water,1999,Action,0.03,0.02,0.05
Winning Post 7 2013,2013,Sports,0,0,0.05
DiRT 2,2009,Racing,0,0.04,0.05
Detective Conan: Prelude from the Past,2012,Action,0,0,0.05
Dr. Seuss: Green Eggs and Ham,2003,Action,0.04,0.01,0.05
Sea Monsters: A Prehistoric Adventure,2007,Adventure,0.04,0,0.05
Atelier Rorona: Alchemist of Arland,2013,Role-Playing,0,0,0.05
Guilty Gear Dust Strikers,2006,Fighting,0.05,0,0.05
Dark Summit,2002,Sports,0.04,0.01,0.05
